idade,salario_anual,num_contas,num_cartoes,juros_emprestimo,num_emprestimos,dias_atraso,num_pagamentos_atrasados,divida_total,investimento_mensal,score_credito
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,11.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,13.0,1037.45,8.001.264.638.361.240,Regular
26.0,60162.1,5.0,7.0,5.0,7.0,18.0,10.0,1037.45,8.001.264.638.361.240,Regular
17.0,75273.24,8.0,6.0,32.0,5.0,50.0,9.0,2497.34,731.795.426.964.801,Regular
17.0,75273.24,8.0,6.0,32.0,5.0,48.0,9.0,2497.34,731.795.426.964.801,Baixo
17.0,75273.24,8.0,6.0,32.0,5.0,50.0,10.0,2497.34,731.795.426.964.801,Regular
18.0,75273.24,8.0,6.0,32.0,5.0,50.0,10.0,2497.34,731.795.426.964.801,Baixo
18.0,75273.24,8.0,6.0,32.0,5.0,50.0,9.0,2497.34,731.795.426.964.801,Regular
18.0,75273.24,8.0,6.0,32.0,5.0,50.0,9.0,2497.34,731.795.426.964.801,Baixo
18.0,75273.24,8.0,6.0,32.0,5.0,50.0,10.0,2497.34,731.795.426.964.801,Baixo
18.0,75273.24,8.0,6.0,32.0,5.0,50.0,11.0,2497.34,731.795.426.964.801,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,36.0,20.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,15.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,17.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,15.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,43.0,17.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,17.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,17.0,4795.13,5.818.904.643.278.660,Regular
18.0,54820.89,8.0,7.0,28.0,6.0,41.0,17.0,4795.13,5.818.904.643.278.660,Regular
42.0,58674.66,8.0,5.0,15.0,4.0,57.0,23.0,2425.38,6.922.823.274.816.860,Baixo
42.0,58674.66,8.0,5.0,15.0,4.0,57.0,23.0,2425.38,6.922.823.274.816.860,Baixo
42.0,58674.66,8.0,5.0,15.0,4.0,59.0,23.0,2425.38,6.922.823.274.816.860,Baixo
42.0,58674.66,8.0,5.0,15.0,4.0,57.0,23.0,2425.38,6.922.823.274.816.860,Regular
42.0,58674.66,8.0,5.0,15.0,4.0,57.0,23.0,2425.38,6.922.823.274.816.860,Regular
42.0,58674.66,8.0,5.0,15.0,4.0,57.0,25.0,2425.38,6.922.823.274.816.860,Regular
42.0,58674.66,8.0,5.0,15.0,4.0,62.0,23.0,2425.38,6.922.823.274.816.860,Baixo
42.0,58674.66,8.0,5.0,15.0,4.0,55.0,23.0,2425.38,6.922.823.274.816.860,Baixo
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,20.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,23.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,18.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,17.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,15.0,18.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,16.0,20.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,21.0,580.31,4.518.470.250.450.460,Regular
30.0,30390.44,5.0,6.0,5.0,4.0,19.0,20.0,580.31,4.518.470.250.450.460,Regular
42.0,45207.54,8.0,8.0,24.0,6.0,21.0,20.0,2497.48,3.207.149.617.579.400,Baixo
42.0,45207.54,8.0,8.0,24.0,6.0,24.0,22.0,2497.48,3.207.149.617.579.400,Baixo
42.0,45207.54,8.0,8.0,24.0,6.0,26.0,21.0,2497.48,3.207.149.617.579.400,Baixo
42.0,45207.54,8.0,8.0,24.0,6.0,21.0,20.0,2497.48,3.207.149.617.579.400,Baixo
43.0,45207.54,8.0,8.0,24.0,6.0,25.0,20.0,2497.48,3.207.149.617.579.400,Baixo
43.0,45207.54,8.0,8.0,24.0,6.0,24.0,23.0,2497.48,3.207.149.617.579.400,Baixo
43.0,45207.54,8.0,8.0,24.0,6.0,22.0,20.0,2497.48,3.207.149.617.579.400,Baixo
43.0,45207.54,8.0,8.0,24.0,6.0,24.0,20.0,2497.48,3.207.149.617.579.400,Baixo
18.0,144546.72,0.0,3.0,7.0,2.0,15.0,7.0,1045.11,1.039.012.093.399.200,Regular
18.0,144546.72,0.0,3.0,7.0,2.0,15.0,7.0,1045.11,1.039.012.093.399.200,Regular
18.0,144546.72,0.0,3.0,7.0,2.0,15.0,8.0,1045.11,1.039.012.093.399.200,Regular
18.0,144546.72,0.0,3.0,7.0,2.0,15.0,7.0,1045.11,1.039.012.093.399.200,Regular
18.0,144546.72,0.0,3.0,7.0,2.0,14.0,7.0,1045.11,1.039.012.093.399.200,Alto
18.0,144546.72,0.0,3.0,7.0,2.0,15.0,7.0,1045.11,1.039.012.093.399.200,Alto
18.0,144546.72,0.0,3.0,7.0,2.0,14.0,5.0,1045.11,1.039.012.093.399.200,Alto
18.0,144546.72,0.0,3.0,7.0,2.0,13.0,7.0,1045.11,1.039.012.093.399.200,Alto
38.0,30346.35,5.0,4.0,14.0,7.0,27.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,29.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,29.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,24.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,29.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,27.0,6.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,26.0,9.0,523.56,29.045.193.182.720.000,Regular
39.0,30346.35,5.0,4.0,14.0,7.0,29.0,6.0,523.56,29.045.193.182.720.000,Regular
46.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Regular
47.0,18.681.465,2.0,3.0,9.0,2.0,6.0,5.0,327.88,3.294.987.664.874.930,Alto
46.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Alto
46.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Regular
47.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Alto
47.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Alto
47.0,18.681.465,2.0,3.0,9.0,2.0,6.0,8.0,327.88,3.294.987.664.874.930,Alto
47.0,18.681.465,2.0,3.0,9.0,2.0,6.0,6.0,327.88,3.294.987.664.874.930,Alto
41.0,9841.34,8.0,9.0,31.0,5.0,61.0,16.0,4984.82,13.486.314.391.796.200,Regular
41.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
41.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
42.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
42.0,9841.34,8.0,9.0,31.0,5.0,61.0,13.0,4984.82,13.486.314.391.796.200,Regular
42.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
42.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
42.0,9841.34,8.0,9.0,31.0,5.0,61.0,15.0,4984.82,13.486.314.391.796.200,Regular
35.0,72330.98,0.0,3.0,11.0,1.0,1.0,7.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,2.0,6.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,2.0,6.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,5.0,6.0,596.78,48.328.753.294.668.200,Alto
35.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,596.78,48.328.753.294.668.200,Regular
35.0,72330.98,0.0,3.0,11.0,1.0,1.0,6.0,596.78,48.328.753.294.668.200,Alto
16.0,43241.49,10.0,7.0,30.0,6.0,36.0,17.0,2174.16,38.567.458.704.402.700,Regular
15.0,43241.49,10.0,7.0,30.0,6.0,36.0,19.0,2174.16,38.567.458.704.402.700,Baixo
15.0,43241.49,10.0,7.0,30.0,6.0,36.0,17.0,2174.16,38.567.458.704.402.700,Regular
16.0,43241.49,10.0,7.0,30.0,6.0,33.0,17.0,2174.16,38.567.458.704.402.700,Baixo
16.0,43241.49,10.0,7.0,30.0,6.0,32.0,17.0,2174.16,38.567.458.704.402.700,Baixo
16.0,43241.49,10.0,7.0,30.0,6.0,32.0,17.0,2174.16,38.567.458.704.402.700,Baixo
16.0,43241.49,10.0,7.0,30.0,6.0,36.0,14.0,2174.16,38.567.458.704.402.700,Regular
16.0,43241.49,10.0,7.0,30.0,6.0,36.0,17.0,2174.16,38.567.458.704.402.700,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Regular
19.0,34106.78,8.0,5.0,17.0,0.0,11.0,10.0,996.54,24.071.903.173.565.900,Alto
19.0,34106.78,8.0,5.0,17.0,0.0,8.0,10.0,996.54,24.071.903.173.565.900,Alto
24.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,137.15,11.201.452.602.775.000,Alto
24.0,129067.59,1.0,3.0,1.0,4.0,9.0,7.0,137.15,11.201.452.602.775.000,Regular
24.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,137.15,11.201.452.602.775.000,Alto
25.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,137.15,11.201.452.602.775.000,Alto
25.0,129067.59,1.0,3.0,1.0,4.0,9.0,6.0,137.15,11.201.452.602.775.000,Alto
25.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,137.15,11.201.452.602.775.000,Alto
25.0,129067.59,1.0,3.0,1.0,4.0,9.0,5.0,137.15,11.201.452.602.775.000,Alto
25.0,129067.59,1.0,3.0,1.0,4.0,7.0,5.0,137.15,11.201.452.602.775.000,Alto
34.0,17001.34,6.0,5.0,5.0,1.0,11.0,20.0,1093.87,41.289.065.337.162.400,Regular
34.0,17001.34,6.0,5.0,5.0,1.0,10.0,20.0,1093.87,41.289.065.337.162.400,Regular
34.0,17001.34,6.0,5.0,5.0,1.0,11.0,20.0,1093.87,41.289.065.337.162.400,Regular
34.0,17001.34,6.0,5.0,5.0,1.0,10.0,18.0,1093.87,41.289.065.337.162.400,Baixo
34.0,17001.34,6.0,5.0,5.0,1.0,10.0,20.0,1093.87,41.289.065.337.162.400,Baixo
34.0,17001.34,6.0,5.0,5.0,1.0,7.0,20.0,1093.87,41.289.065.337.162.400,Regular
34.0,17001.34,6.0,5.0,5.0,1.0,10.0,21.0,1093.87,41.289.065.337.162.400,Regular
34.0,17001.34,6.0,5.0,5.0,1.0,5.0,20.0,1093.87,41.289.065.337.162.400,Regular
21.0,44719.17,6.0,6.0,29.0,7.0,41.0,19.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,39.0,20.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,47.0,21.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,47.0,20.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,44.0,19.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,46.0,20.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,42.0,19.0,3818.57,11.576.449.205.650.200,Baixo
21.0,44719.17,6.0,6.0,29.0,7.0,46.0,19.0,3818.57,11.576.449.205.650.200,Baixo
47.0,17787.34,8.0,4.0,16.0,2.0,0.0,15.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,5.0,15.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,2.0,15.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,6.0,15.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,5.0,16.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,7.0,16.0,730.9,28.516.043.623.264.600,Regular
47.0,17787.34,8.0,4.0,16.0,2.0,5.0,17.0,730.9,28.516.043.623.264.600,Regular
48.0,17787.34,8.0,4.0,16.0,2.0,5.0,15.0,730.9,28.516.043.623.264.600,Regular
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,9.0,1374.56,6.710.576.784.585.810,Alto
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,9.0,1374.56,6.710.576.784.585.810,Alto
41.0,103353.06,3.0,3.0,6.0,1.0,4.0,7.0,1374.56,6.710.576.784.585.810,Regular
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,9.0,1374.56,6.710.576.784.585.810,Alto
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,9.0,1374.56,6.710.576.784.585.810,Alto
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,6.0,1374.56,6.710.576.784.585.810,Alto
42.0,103353.06,3.0,3.0,6.0,1.0,2.0,9.0,1374.56,6.710.576.784.585.810,Alto
42.0,103353.06,3.0,3.0,6.0,1.0,4.0,12.0,1374.56,6.710.576.784.585.810,Alto
38.0,31021.24,7.0,7.0,11.0,4.0,16.0,21.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,13.0,17.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,21.0,20.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,17.0,20.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,16.0,20.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,20.0,20.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,16.0,20.0,852.81,5.697.757.258.677.180,Regular
38.0,31021.24,7.0,7.0,11.0,4.0,16.0,21.0,852.81,5.697.757.258.677.180,Regular
36.0,134978.24,8.0,5.0,15.0,2.0,9.0,16.0,668.14,1.295.214.490.981.340,Regular
36.0,134978.24,8.0,5.0,15.0,2.0,12.0,16.0,668.14,1.295.214.490.981.340,Regular
36.0,134978.24,8.0,5.0,15.0,2.0,9.0,14.0,668.14,1.295.214.490.981.340,Regular
36.0,134978.24,8.0,5.0,15.0,2.0,9.0,17.0,668.14,1.295.214.490.981.340,Alto
36.0,134978.24,8.0,5.0,15.0,2.0,9.0,16.0,668.14,1.295.214.490.981.340,Alto
36.0,134978.24,8.0,5.0,15.0,2.0,9.0,16.0,668.14,1.295.214.490.981.340,Alto
37.0,134978.24,8.0,5.0,15.0,2.0,9.0,16.0,668.14,1.295.214.490.981.340,Alto
37.0,134978.24,8.0,5.0,15.0,2.0,9.0,15.0,668.14,1.295.214.490.981.340,Alto
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Alto
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,20.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,18.0,660.69,3.379.278.212.331.260,Regular
28.0,39800.12,7.0,5.0,12.0,3.0,17.0,20.0,660.69,3.379.278.212.331.260,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,14.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Regular
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,16.0,3865.15,2.882.234.687.359.450,Alto
17.0,14841.35,6.0,5.0,17.0,7.0,60.0,14.0,3865.15,2.882.234.687.359.450,Alto
21.0,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,1549.56,4.129.274.773.414.540,Regular
21.0,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,1549.56,4.129.274.773.414.540,Baixo
21.0,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,1549.56,4.129.274.773.414.540,Baixo
21.0,66105.4,6.0,8.0,31.0,5.0,26.0,23.0,1549.56,4.129.274.773.414.540,Baixo
21.0,66105.4,6.0,8.0,31.0,5.0,23.0,22.0,1549.56,4.129.274.773.414.540,Baixo
21.0,66105.4,6.0,8.0,31.0,5.0,26.0,19.0,1549.56,4.129.274.773.414.540,Regular
22.0,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,1549.56,4.129.274.773.414.540,Baixo
22.0,66105.4,6.0,8.0,31.0,5.0,26.0,22.0,1549.56,4.129.274.773.414.540,Baixo
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,2.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,0.0,343.84,4.539.012.955.896.050,Regular
28.0,15398.95,1.0,7.0,5.0,4.0,1.0,1.0,343.84,4.539.012.955.896.050,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,12.0,15.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,12.0,15.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,17.0,15.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,12.0,18.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,12.0,17.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,9.0,15.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,7.0,13.0,919.76,176.888.357.749.622,Regular
18.0,27070.07,7.0,3.0,11.0,4.0,11.0,15.0,919.76,176.888.357.749.622,Regular
53.0,17.992.775,3.0,5.0,6.0,0.0,5.0,9.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,11.0,15.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,4.0,12.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,8.0,12.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,8.0,10.0,565.22,1.478.725.003.902.920,Regular
53.0,17.992.775,3.0,5.0,6.0,0.0,5.0,10.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,6.0,12.0,565.22,1.478.725.003.902.920,Baixo
53.0,17.992.775,3.0,5.0,6.0,0.0,8.0,12.0,565.22,1.478.725.003.902.920,Baixo
55.0,139354.48,3.0,3.0,18.0,0.0,17.0,18.0,519.3,15.687.022.098.028.400,Regular
55.0,139354.48,3.0,3.0,18.0,0.0,10.0,16.0,519.3,15.687.022.098.028.400,Regular
55.0,139354.48,3.0,3.0,18.0,0.0,15.0,16.0,519.3,15.687.022.098.028.400,Regular
55.0,139354.48,3.0,3.0,18.0,0.0,15.0,16.0,519.3,15.687.022.098.028.400,Alto
55.0,139354.48,3.0,3.0,18.0,0.0,15.0,18.0,519.3,15.687.022.098.028.400,Alto
55.0,139354.48,3.0,3.0,18.0,0.0,19.0,16.0,519.3,15.687.022.098.028.400,Alto
56.0,139354.48,3.0,3.0,18.0,0.0,15.0,16.0,519.3,15.687.022.098.028.400,Regular
56.0,139354.48,3.0,3.0,18.0,0.0,15.0,16.0,519.3,15.687.022.098.028.400,Regular
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,11.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,9.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,11.0,12.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,9.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,8.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,10.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,9.0,363.51,28.458.236.486.071.500,Alto
22.0,18305.25,2.0,1.0,4.0,0.0,14.0,11.0,363.51,28.458.236.486.071.500,Alto
25.0,27865.26,4.0,3.0,6.0,1.0,22.0,18.0,635.59,4.678.581.394.303.200,Regular
25.0,27865.26,4.0,3.0,6.0,1.0,27.0,18.0,635.59,4.678.581.394.303.200,Regular
25.0,27865.26,4.0,3.0,6.0,1.0,22.0,18.0,635.59,4.678.581.394.303.200,Regular
25.0,27865.26,4.0,3.0,6.0,1.0,22.0,19.0,635.59,4.678.581.394.303.200,Regular
25.0,27865.26,4.0,3.0,6.0,1.0,22.0,18.0,635.59,4.678.581.394.303.200,Regular
26.0,27865.26,4.0,3.0,6.0,1.0,27.0,18.0,635.59,4.678.581.394.303.200,Regular
26.0,27865.26,4.0,3.0,6.0,1.0,22.0,16.0,635.59,4.678.581.394.303.200,Baixo
26.0,27865.26,4.0,3.0,6.0,1.0,22.0,18.0,635.59,4.678.581.394.303.200,Baixo
36.0,23404.86,6.0,5.0,7.0,0.0,14.0,17.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,8.0,20.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,17.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,17.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,17.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,16.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,20.0,35.54,3.438.842.729.423.940,Regular
36.0,23404.86,6.0,5.0,7.0,0.0,12.0,17.0,35.54,3.438.842.729.423.940,Regular
33.0,14205.09,7.0,10.0,21.0,8.0,33.0,18.0,4845.24,15.336.224.597.153.600,Baixo
33.0,14205.09,7.0,10.0,21.0,8.0,33.0,18.0,4845.24,15.336.224.597.153.600,Baixo
33.0,14205.09,7.0,10.0,21.0,8.0,35.0,19.0,4845.24,15.336.224.597.153.600,Baixo
33.0,14205.09,7.0,10.0,21.0,8.0,33.0,17.0,4845.24,15.336.224.597.153.600,Regular
33.0,14205.09,7.0,10.0,21.0,8.0,36.0,19.0,4845.24,15.336.224.597.153.600,Regular
33.0,14205.09,7.0,10.0,21.0,8.0,33.0,19.0,4845.24,15.336.224.597.153.600,Regular
34.0,14205.09,7.0,10.0,21.0,8.0,33.0,19.0,4845.24,15.336.224.597.153.600,Regular
34.0,14205.09,7.0,10.0,21.0,8.0,33.0,21.0,4845.24,15.336.224.597.153.600,Baixo
28.0,62320.56,9.0,9.0,18.0,5.0,26.0,15.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,15.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,22.0,17.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,15.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,17.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,15.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,15.0,3589.56,6.407.518.363.280.770,Regular
28.0,62320.56,9.0,9.0,18.0,5.0,23.0,15.0,3589.56,6.407.518.363.280.770,Regular
25.0,43758.34,5.0,6.0,12.0,2.0,9.0,2.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,13.0,2.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,18.0,2.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,13.0,1.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,13.0,0.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,13.0,5.0,1194.28,3.681.438.810.916.740,Alto
25.0,43758.34,5.0,6.0,12.0,2.0,13.0,2.0,1194.28,3.681.438.810.916.740,Regular
25.0,43758.34,5.0,6.0,12.0,2.0,11.0,2.0,1194.28,3.681.438.810.916.740,Alto
